local_file,extracted_name,wikipedia_title,date,original_caption,image_url,file_page,download_status
images/Gordon_Parks_-_American_Gothic.jpg,Gordon Parks,Gordon Parks,1942,"Gordon Parks, American Gothic, portrait of government cleaning woman Ella Watson",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Gordon_Parks_-_American_Gothic.jpg/800px-Gordon_Parks_-_American_Gothic.jpg,https://commons.wikimedia.org/wiki/File:Gordon_Parks_-_American_Gothic.jpg,ok
images/Joseph_Stalin__Franklin_D_Roosevelt_and_Winston_Churchi_801e1851.jpg,Stalin,Joseph Stalin,1943,"Stalin, Roosevelt, and Churchill in Tehran.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Joseph_Stalin%2C_Franklin_D_Roosevelt_and_Winston_Churchill%2C_in_Teheran%2C_1943%2C_edit.jpg/800px-Joseph_Stalin%2C_Franklin_D_Roosevelt_and_Winston_Churchill%2C_in_Teheran%2C_1943%2C_edit.jpg,"https://commons.wikimedia.org/wiki/File:Joseph_Stalin,_Franklin_D_Roosevelt_and_Winston_Churchill,_in_Teheran,_1943,_edit.jpg",ok
images/Haane_Manahi.jpg,Haane Manahi,Haane Manahi,1943,Haane Manahi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Haane_Manahi.jpg/800px-Haane_Manahi.jpg,https://commons.wikimedia.org/wiki/File:Haane_Manahi.jpg,ok
images/Enrico_Fermi_1943-49.jpg,Enrico Fermi,Enrico Fermi,1943–1949,Enrico Fermi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Enrico_Fermi_1943-49.jpg/800px-Enrico_Fermi_1943-49.jpg,https://commons.wikimedia.org/wiki/File:Enrico_Fermi_1943-49.jpg,ok
images/DouglasMacArthur.jpg,Douglas MacArthur,Douglas MacArthur,1944,General Douglas MacArthur,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/DouglasMacArthur.jpg/800px-DouglasMacArthur.jpg,https://commons.wikimedia.org/wiki/File:DouglasMacArthur.jpg,ok
images/Capt._Della_H._Raney__Army_Nurse_Corps__who_now_heads_t_ac6e1203.jpg,Della H. Raney,Della H. Raney,1945,"Capt. Della H. Raney, Army Nurse Corps, head of nursing staff at station hospital at Camp Beale, CA",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Capt._Della_H._Raney%2C_Army_Nurse_Corps%2C_who_now_heads_the_nursing_staff_at_the_station_hospital_at_Camp_Beale%2C_CA_-_NARA_-_535942.jpg/800px-Capt._Della_H._Raney%2C_Army_Nurse_Corps%2C_who_now_heads_the_nursing_staff_at_the_station_hospital_at_Camp_Beale%2C_CA_-_NARA_-_535942.jpg,"https://commons.wikimedia.org/wiki/File:Capt._Della_H._Raney,_Army_Nurse_Corps,_who_now_heads_the_nursing_staff_at_the_station_hospital_at_Camp_Beale,_CA_-_NARA_-_535942.jpg",ok
images/Mary_Lou_Williams__Gottlieb_09231.jpg,Mary Lou Williams,Mary Lou Williams,1946,Mary Lou Williams (Gottlieb 09231),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Mary_Lou_Williams_%28Gottlieb_09231%29.jpg/800px-Mary_Lou_Williams_%28Gottlieb_09231%29.jpg,https://commons.wikimedia.org/wiki/File:Mary_Lou_Williams_(Gottlieb_09231).jpg,ok
images/Django_Reinhardt__Gottlieb_07301.jpg,Django Reinhardt,Django Reinhardt,1946,Django Reinhardt (Gottlieb 07301),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Django_Reinhardt_%28Gottlieb_07301%29.jpg/800px-Django_Reinhardt_%28Gottlieb_07301%29.jpg,https://commons.wikimedia.org/wiki/File:Django_Reinhardt_(Gottlieb_07301).jpg,ok
images/Carl_Van_Vechten_-_Shirley_Graham_Du_Bois.jpg,Shirley Graham Du Bois,Shirley Graham Du Bois,1946,Shirley Graham Du Bois,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Carl_Van_Vechten_-_Shirley_Graham_Du_Bois.jpg/800px-Carl_Van_Vechten_-_Shirley_Graham_Du_Bois.jpg,https://commons.wikimedia.org/wiki/File:Carl_Van_Vechten_-_Shirley_Graham_Du_Bois.jpg,ok
images/Billy_Strayhorn__New_York__N.Y.__between_1946_and_1948__26e62bc4.jpg,Billy Strayhorn,Billy Strayhorn,1946-1948,"Billy Strayhorn, New York, N.Y., between 1946 and 1948",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Billy_Strayhorn%2C_New_York%2C_N.Y.%2C_between_1946_and_1948_%28William_P._Gottlieb_08211%29.jpg/800px-Billy_Strayhorn%2C_New_York%2C_N.Y.%2C_between_1946_and_1948_%28William_P._Gottlieb_08211%29.jpg,"https://commons.wikimedia.org/wiki/File:Billy_Strayhorn,_New_York,_N.Y.,_between_1946_and_1948_(William_P._Gottlieb_08211).jpg",ok
images/Thelonious_Monk__Minton_s_Playhouse__New_York__N.Y.__ca_0dd852f6.jpg,Thelonious Monk,Thelonious Monk,1947,"Thelonious Monk, Minton's Playhouse, New York, N.Y., ca. Sept. 1947 (William P. Gottlieb 06191)",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Thelonious_Monk%2C_Minton%27s_Playhouse%2C_New_York%2C_N.Y.%2C_ca._Sept._1947_%28William_P._Gottlieb_06191%29.jpg/800px-Thelonious_Monk%2C_Minton%27s_Playhouse%2C_New_York%2C_N.Y.%2C_ca._Sept._1947_%28William_P._Gottlieb_06191%29.jpg,"https://commons.wikimedia.org/wiki/File:Thelonious_Monk,_Minton%27s_Playhouse,_New_York,_N.Y.,_ca._Sept._1947_(William_P._Gottlieb_06191).jpg",ok
images/Louis_Armstrong_in_Color__restored.jpg,Louis Armstrong,Louis Armstrong,1947,Louis Armstrong (Harry Warnecke/Gus Schoenbaechler),https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Louis_Armstrong_in_Color_%28restored%29.jpg/800px-Louis_Armstrong_in_Color_%28restored%29.jpg,https://commons.wikimedia.org/wiki/File:Louis_Armstrong_in_Color_(restored).jpg,ok
images/Art_Tatum__Vogue_Room_1948__Gottlieb.jpg,Art Tatum,Art Tatum,1948,"Art Tatum, Vogue Room 1948 (Gottlieb)",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Art_Tatum%2C_Vogue_Room_1948_%28Gottlieb%29.jpg/800px-Art_Tatum%2C_Vogue_Room_1948_%28Gottlieb%29.jpg,"https://commons.wikimedia.org/wiki/File:Art_Tatum,_Vogue_Room_1948_(Gottlieb).jpg",ok
images/William_Grant_Still_by_Carl_Van_Vechten.jpg,William Grant Still,William Grant Still,1949,William Grant Still by Carl Van Vechten,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/William_Grant_Still_by_Carl_Van_Vechten.jpg/800px-William_Grant_Still_by_Carl_Van_Vechten.jpg,https://commons.wikimedia.org/wiki/File:William_Grant_Still_by_Carl_Van_Vechten.jpg,ok
images/Gene_Autry__NPG_94_39.jpg,Gene Autry,Gene Autry,1942,Gene Autry,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Gene_Autry%2C_NPG_94_39.jpg/800px-Gene_Autry%2C_NPG_94_39.jpg,"https://commons.wikimedia.org/wiki/File:Gene_Autry,_NPG_94_39.jpg",ok
images/Walter_Francis_White_by_Clara_Sipprell.jpg,Walter Francis White,Walter White (activist),c. 1950,Walter Francis White by Clara Sipprell,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Walter_Francis_White_by_Clara_Sipprell.jpg/800px-Walter_Francis_White_by_Clara_Sipprell.jpg,https://commons.wikimedia.org/wiki/File:Walter_Francis_White_by_Clara_Sipprell.jpg,ok
images/Louis_Armstrong_restored.jpg,Louis Armstrong,Louis Armstrong,1953,Louis Armstrong,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Louis_Armstrong_restored.jpg/800px-Louis_Armstrong_restored.jpg,https://commons.wikimedia.org/wiki/File:Louis_Armstrong_restored.jpg,ok
images/Louis_Armstrong2.jpg,Louis Armstrong,Louis Armstrong,1953,Louis Armstrong,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Louis_Armstrong2.jpg/800px-Louis_Armstrong2.jpg,https://commons.wikimedia.org/wiki/File:Louis_Armstrong2.jpg,ok
images/Jackie_Robinson__Brooklyn_Dodgers__1954.jpg,Jackie Robinson,Jackie Robinson,1954,"Jackie Robinson, Brooklyn Dodgers, 1954",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Jackie_Robinson%2C_Brooklyn_Dodgers%2C_1954.jpg/800px-Jackie_Robinson%2C_Brooklyn_Dodgers%2C_1954.jpg,"https://commons.wikimedia.org/wiki/File:Jackie_Robinson,_Brooklyn_Dodgers,_1954.jpg",ok
images/Pauline_Kirby__5493900611.jpg,Pauline Kirby,Pauline Kirby,1954,Pauline Kirby (5493900611),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Pauline_Kirby_%285493900611%29.jpg/800px-Pauline_Kirby_%285493900611%29.jpg,https://commons.wikimedia.org/wiki/File:Pauline_Kirby_(5493900611).jpg,ok
images/Lies_Noor__c._1956__Djakartawood__no_name.jpg,Lies Noor,Lies Noor,c. 1956,"Lies Noor, Djakartawood",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Lies_Noor_%28c._1956%29%2C_Djakartawood_%28no_name%29.jpg/800px-Lies_Noor_%28c._1956%29%2C_Djakartawood_%28no_name%29.jpg,"https://commons.wikimedia.org/wiki/File:Lies_Noor_(c._1956),_Djakartawood_(no_name).jpg",ok
images/Aminah_Cendrakasih__c._1959__by_Tati_Photo_Studio.jpg,Aminah Cendrakasih,Aminah Cendrakasih,c. 1959,"Aminah Cendrakasih, by Tati Photo Studio",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Aminah_Cendrakasih%2C_c._1959%2C_by_Tati_Photo_Studio.jpg/800px-Aminah_Cendrakasih%2C_c._1959%2C_by_Tati_Photo_Studio.jpg,"https://commons.wikimedia.org/wiki/File:Aminah_Cendrakasih,_c._1959,_by_Tati_Photo_Studio.jpg",ok
images/Elvis_Presley__Modern_Screen__June_1958.jpg,Elvis Presley,Elvis Presley,1958,"Elvis Presley, Modern Screen, June 1958",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Elvis_Presley%2C_Modern_Screen%2C_June_1958.jpg/800px-Elvis_Presley%2C_Modern_Screen%2C_June_1958.jpg,"https://commons.wikimedia.org/wiki/File:Elvis_Presley,_Modern_Screen,_June_1958.jpg",ok
images/Bob_Dylan_1963_promo_photo_by_Don_Hunstein.jpg,Bob Dylan,Bob Dylan,,Bob Dylan 1963 promo photo by Don Hunstein,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Bob_Dylan_1963_promo_photo_by_Don_Hunstein.jpg/800px-Bob_Dylan_1963_promo_photo_by_Don_Hunstein.jpg,https://commons.wikimedia.org/wiki/File:Bob_Dylan_1963_promo_photo_by_Don_Hunstein.jpg,ok
images/Huey_Newton__Black_Panther_Minister_of_Defense_-_Black__fc2e99b0.jpg,Huey Newton,Huey P. Newton,,"Huey Newton, Black Panther Minister of Defense - Black Panther poster",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Huey_Newton%2C_Black_Panther_Minister_of_Defense_-_Black_Panther_poster.jpg/800px-Huey_Newton%2C_Black_Panther_Minister_of_Defense_-_Black_Panther_poster.jpg,"https://commons.wikimedia.org/wiki/File:Huey_Newton,_Black_Panther_Minister_of_Defense_-_Black_Panther_poster.jpg",ok
images/Farida_Arriany__c._1960__signed.jpg,Farida Arriany,Farida Arriany,c- 1960,Farida Arriany,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Farida_Arriany%2C_c._1960_%28signed%29.jpg/800px-Farida_Arriany%2C_c._1960_%28signed%29.jpg,"https://commons.wikimedia.org/wiki/File:Farida_Arriany,_c._1960_(signed).jpg",ok
images/Maria_von_Braun_6330121_edited.jpg,Maria von Braun,Wernher von Braun,1963,Maria von Braun,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Maria_von_Braun_6330121_edited.jpg/800px-Maria_von_Braun_6330121_edited.jpg,https://commons.wikimedia.org/wiki/File:Maria_von_Braun_6330121_edited.jpg,ok
images/Golda_Meir__1964.jpg,Golda Meir,Golda Meir,1964,Golda Meir,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Golda_Meir_%281964%29.jpg/800px-Golda_Meir_%281964%29.jpg,https://commons.wikimedia.org/wiki/File:Golda_Meir_(1964).jpg,ok
images/Malcolm_X_NYWTS_2a.jpg,Malcolm X,Malcolm X,1964,"Malcolm X, by Ed Ford",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Malcolm_X_NYWTS_2a.jpg/800px-Malcolm_X_NYWTS_2a.jpg,https://commons.wikimedia.org/wiki/File:Malcolm_X_NYWTS_2a.jpg,ok
images/Malcolm_X_1964_press_photo.jpg,Malcolm X,Malcolm X,1964,"Malcolm X, by Eddie Adams",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Malcolm_X_1964_press_photo.jpg/800px-Malcolm_X_1964_press_photo.jpg,https://commons.wikimedia.org/wiki/File:Malcolm_X_1964_press_photo.jpg,ok
images/Kurt_Vonnegut_by_Bernard_Gotfryd__1965.jpg,Kurt Vonnegut,Kurt Vonnegut,1965,Kurt Vonnegut (by Bernard Gotfryd),https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Kurt_Vonnegut_by_Bernard_Gotfryd_%281965%29.jpg/800px-Kurt_Vonnegut_by_Bernard_Gotfryd_%281965%29.jpg,https://commons.wikimedia.org/wiki/File:Kurt_Vonnegut_by_Bernard_Gotfryd_(1965).jpg,ok
images/Abbey_Lincoln_in_1966.jpg,Abbey Lincoln,Abbey Lincoln,1966,Abbey Lincoln,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Abbey_Lincoln_in_1966.jpg/800px-Abbey_Lincoln_in_1966.jpg,https://commons.wikimedia.org/wiki/File:Abbey_Lincoln_in_1966.jpg,ok
images/Dorothy_Houston_Jacobson_1967.jpg,Dorothy Houston Jacobson,Dorothy Houston Jacobson,1967,Dorothy Houston Jacobson,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Dorothy_Houston_Jacobson_1967.jpg/800px-Dorothy_Houston_Jacobson_1967.jpg,https://commons.wikimedia.org/wiki/File:Dorothy_Houston_Jacobson_1967.jpg,ok
images/Sharon_Tate_Valley_of_the_Dolls_1967_-_Restoration.jpg,Sharon Tate,Sharon Tate,1967,"Sharon Tate, still from Valley of the Dolls",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Sharon_Tate_Valley_of_the_Dolls_1967_-_Restoration.jpg/800px-Sharon_Tate_Valley_of_the_Dolls_1967_-_Restoration.jpg,https://commons.wikimedia.org/wiki/File:Sharon_Tate_Valley_of_the_Dolls_1967_-_Restoration.jpg,ok
images/Dorothy_Anstett__Miss_USA__1968-bluish_tint_fix_attempt.jpg,Dorothy Anstett,Dorothy Anstett,1968,"Dorothy Anstett, Miss USA",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Dorothy_Anstett%2C_Miss_USA%2C_1968-bluish_tint_fix_attempt.jpg/800px-Dorothy_Anstett%2C_Miss_USA%2C_1968-bluish_tint_fix_attempt.jpg,"https://commons.wikimedia.org/wiki/File:Dorothy_Anstett,_Miss_USA,_1968-bluish_tint_fix_attempt.jpg",ok
images/A.J._Muste__anti-war_activist__cropped.jpg,A.J. Muste,A. J. Muste,late 1960s,"A.J. Muste, antiwar activist, by Bernard Gotfryd",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/A.J._Muste%2C_anti-war_activist%2C_cropped.jpg/800px-A.J._Muste%2C_anti-war_activist%2C_cropped.jpg,"https://commons.wikimedia.org/wiki/File:A.J._Muste,_anti-war_activist,_cropped.jpg",ok
images/Ike___Tina_Turner__Bestanddeelnr_924-2170_-_Restoration.jpg,Ike & Tina Turner,Ike & Tina Turner,1971,Ike & Tina Turner,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Ike_%26_Tina_Turner%2C_Bestanddeelnr_924-2170_-_Restoration.jpg/800px-Ike_%26_Tina_Turner%2C_Bestanddeelnr_924-2170_-_Restoration.jpg,"https://commons.wikimedia.org/wiki/File:Ike_%26_Tina_Turner,_Bestanddeelnr_924-2170_-_Restoration.jpg",ok
images/Luchino_Visconti_1972.jpg,Luchino Visconti,Luchino Visconti,1972,Luchino Visconti,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Luchino_Visconti_1972.jpg/800px-Luchino_Visconti_1972.jpg,https://commons.wikimedia.org/wiki/File:Luchino_Visconti_1972.jpg,ok
images/Shirley_Chisholm.jpg,Shirley Chisholm,Shirley Chisholm,1972,Shirley Chisholm,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Shirley_Chisholm.jpg/800px-Shirley_Chisholm.jpg,https://commons.wikimedia.org/wiki/File:Shirley_Chisholm.jpg,ok
images/Angela_Davis_in_a_half-length_portrait_by_Bernard_Gotfryd_-_crop.jpg,Angela Davis,Angela Davis,1974,Angela Davis,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Angela_Davis_in_a_half-length_portrait_by_Bernard_Gotfryd_-_crop.jpg/800px-Angela_Davis_in_a_half-length_portrait_by_Bernard_Gotfryd_-_crop.jpg,https://commons.wikimedia.org/wiki/File:Angela_Davis_in_a_half-length_portrait_by_Bernard_Gotfryd_-_crop.jpg,ok
images/Senador_Tancredo_Neves.jpg,Tancredo Neves,Tancredo Neves,c. 1979-1983,"Tancredo Neves, senator",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Senador_Tancredo_Neves.jpg/800px-Senador_Tancredo_Neves.jpg,https://commons.wikimedia.org/wiki/File:Senador_Tancredo_Neves.jpg,ok
images/Lauren_Bacall_by_Bernard_Gotfryd.jpg,Lauren Bacall,Lauren Bacall,c. 1976-1979,Lauren Bacall by Bernard Gotfryd,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Lauren_Bacall_by_Bernard_Gotfryd.jpg/800px-Lauren_Bacall_by_Bernard_Gotfryd.jpg,https://commons.wikimedia.org/wiki/File:Lauren_Bacall_by_Bernard_Gotfryd.jpg,ok
images/Phyllis_Diller_by_Allan_Warren.jpg,Phyllis Diller,Phyllis Diller,,Phyllis Diller by Allan Warren,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Phyllis_Diller_by_Allan_Warren.jpg/800px-Phyllis_Diller_by_Allan_Warren.jpg,https://commons.wikimedia.org/wiki/File:Phyllis_Diller_by_Allan_Warren.jpg,ok
images/Rita_Levi-Montalcini__1986.jpg,Rita Levi-Montalcini,Rita Levi-Montalcini,,Rita Levi-Montalcini (1986),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Rita_Levi-Montalcini_%281986%29.jpg/800px-Rita_Levi-Montalcini_%281986%29.jpg,https://commons.wikimedia.org/wiki/File:Rita_Levi-Montalcini_(1986).jpg,ok
images/Al_Grey__Gottlieb.jpg,Al Grey,Al Grey,1980s,Al Grey (Gottlieb),https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Al_Grey_%28Gottlieb%29.jpg/800px-Al_Grey_%28Gottlieb%29.jpg,https://commons.wikimedia.org/wiki/File:Al_Grey_(Gottlieb).jpg,ok
images/Stefan_Heym__1982.jpg,Stefan Heym,Stefan Heym,1982,"Stefan Heym, by Marcel Antonisse",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Stefan_Heym_%281982%29.jpg/800px-Stefan_Heym_%281982%29.jpg,https://commons.wikimedia.org/wiki/File:Stefan_Heym_(1982).jpg,ok
images/Serge_Gainsbourg_par_Claude_Truong-Ngoc_1981.jpg,Serge Gainsbourg,Serge Gainsbourg,1981,Serge Gainsbourg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Serge_Gainsbourg_par_Claude_Truong-Ngoc_1981.jpg/800px-Serge_Gainsbourg_par_Claude_Truong-Ngoc_1981.jpg,https://commons.wikimedia.org/wiki/File:Serge_Gainsbourg_par_Claude_Truong-Ngoc_1981.jpg,ok
images/Sally_Ride__1984.jpg,Sally Ride,Sally Ride,1984,Sally Ride,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Sally_Ride_%281984%29.jpg/800px-Sally_Ride_%281984%29.jpg,https://commons.wikimedia.org/wiki/File:Sally_Ride_(1984).jpg,ok
images/Peter_Ustinov_black___white_Allan_Warren.jpg,Peter Ustinov,Peter Ustinov,1986,Sir Peter Ustinov,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Peter_Ustinov_black_%26_white_Allan_Warren.jpg/800px-Peter_Ustinov_black_%26_white_Allan_Warren.jpg,https://commons.wikimedia.org/wiki/File:Peter_Ustinov_black_%26_white_Allan_Warren.jpg,ok
images/Jorge_Amado__gtfy.00010.jpg,Jorge Amado,Jorge Amado,1988,Jorge Amado,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Jorge_Amado%2C_gtfy.00010.jpg/800px-Jorge_Amado%2C_gtfy.00010.jpg,"https://commons.wikimedia.org/wiki/File:Jorge_Amado,_gtfy.00010.jpg",ok
images/Olivia_de_Havilland__actress__1985_-_levels_adjustment.jpg,Olivia de Havilland,Olivia de Havilland,1985,Olivia de Havilland,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Olivia_de_Havilland%2C_actress%2C_1985_-_levels_adjustment.jpg/800px-Olivia_de_Havilland%2C_actress%2C_1985_-_levels_adjustment.jpg,"https://commons.wikimedia.org/wiki/File:Olivia_de_Havilland,_actress,_1985_-_levels_adjustment.jpg",ok
images/Sophia_Loren_62_Allan_Warren.jpg,Sophia Loren,Sophia Loren,1986,"Sophia Loren, by Allan Warren",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Sophia_Loren_62_Allan_Warren.jpg/800px-Sophia_Loren_62_Allan_Warren.jpg,https://commons.wikimedia.org/wiki/File:Sophia_Loren_62_Allan_Warren.jpg,ok
images/Sammy_Davis_Jnr_Allan_Warren.jpg,Sammy Davis Jr.,Sammy Davis Jr.,1986,"Sammy Davis Jr., by Allan Warren",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Sammy_Davis_Jnr_Allan_Warren.jpg/800px-Sammy_Davis_Jnr_Allan_Warren.jpg,https://commons.wikimedia.org/wiki/File:Sammy_Davis_Jnr_Allan_Warren.jpg,ok
